date,day_of_week,day_of_week_name,week_number,week_name,month_number,month_name,year,quarter,quarter_name,date_text
2023-04-20,4,Thursday,16,13 Apr - 19 Apr '20,4,Apr '23,2023,2,Q2 2023,2023-04-20
2023-04-21,5,Friday,16,13 Apr - 19 Apr '20,4,Apr '23,2023,2,Q2 2023,2023-04-21
2023-04-22,6,Saturday,16,13 Apr - 19 Apr '20,4,Apr '23,2023,2,Q2 2023,2023-04-22
2023-04-23,7,Sunday,16,13 Apr - 19 Apr '20,4,Apr '23,2023,2,Q2 2023,2023-04-23
2023-04-24,1,Monday,17,20 Apr - 26 Apr '20,4,Apr '23,2023,2,Q2 2023,2023-04-24
2023-04-25,2,Tuesday,17,20 Apr - 26 Apr '20,4,Apr '23,2023,2,Q2 2023,2023-04-25
2023-04-26,3,Wednesday,17,20 Apr - 26 Apr '20,4,Apr '23,2023,2,Q2 2023,2023-04-26
2023-04-27,4,Thursday,17,20 Apr - 26 Apr '20,4,Apr '23,2023,2,Q2 2023,2023-04-27
2023-04-28,5,Friday,17,20 Apr - 26 Apr '20,4,Apr '23,2023,2,Q2 2023,2023-04-28
2023-04-29,6,Saturday,17,20 Apr - 26 Apr '20,4,Apr '23,2023,2,Q2 2023,2023-04-29
2023-04-30,7,Sunday,17,20 Apr - 26 Apr '20,4,Apr '23,2023,2,Q2 2023,2023-04-30
2023-05-01,1,Monday,18,27 Apr - 03 May '20,5,May '23,2023,2,Q2 2023,2023-05-01
2023-05-02,2,Tuesday,18,27 Apr - 03 May '20,5,May '23,2023,2,Q2 2023,2023-05-02
2023-05-03,3,Wednesday,18,27 Apr - 03 May '20,5,May '23,2023,2,Q2 2023,2023-05-03
2023-05-04,4,Thursday,18,27 Apr - 03 May '20,5,May '23,2023,2,Q2 2023,2023-05-04
2023-05-05,5,Friday,18,27 Apr - 03 May '20,5,May '23,2023,2,Q2 2023,2023-05-05
2023-05-06,6,Saturday,18,27 Apr - 03 May '20,5,May '23,2023,2,Q2 2023,2023-05-06
2023-05-07,7,Sunday,18,27 Apr - 03 May '20,5,May '23,2023,2,Q2 2023,2023-05-07
2023-05-08,1,Monday,19,04 May - 10 May '20,5,May '23,2023,2,Q2 2023,2023-05-08
2023-05-09,2,Tuesday,19,04 May - 10 May '20,5,May '23,2023,2,Q2 2023,2023-05-09
2023-05-10,3,Wednesday,19,04 May - 10 May '20,5,May '23,2023,2,Q2 2023,2023-05-10
2023-05-11,4,Thursday,19,04 May - 10 May '20,5,May '23,2023,2,Q2 2023,2023-05-11
2023-05-12,5,Friday,19,04 May - 10 May '20,5,May '23,2023,2,Q2 2023,2023-05-12
2023-05-13,6,Saturday,19,04 May - 10 May '20,5,May '23,2023,2,Q2 2023,2023-05-13
2023-05-14,7,Sunday,19,04 May - 10 May '20,5,May '23,2023,2,Q2 2023,2023-05-14
2023-05-15,1,Monday,20,11 May - 17 May '20,5,May '23,2023,2,Q2 2023,2023-05-15
2023-05-16,2,Tuesday,20,11 May - 17 May '20,5,May '23,2023,2,Q2 2023,2023-05-16
2023-05-17,3,Wednesday,20,11 May - 17 May '20,5,May '23,2023,2,Q2 2023,2023-05-17
2023-05-18,4,Thursday,20,11 May - 17 May '20,5,May '23,2023,2,Q2 2023,2023-05-18
2023-05-19,5,Friday,20,11 May - 17 May '20,5,May '23,2023,2,Q2 2023,2023-05-19
2023-05-20,6,Saturday,20,11 May - 17 May '20,5,May '23,2023,2,Q2 2023,2023-05-20
2023-05-21,7,Sunday,20,11 May - 17 May '20,5,May '23,2023,2,Q2 2023,2023-05-21
2023-05-22,1,Monday,21,18 May - 24 May '20,5,May '23,2023,2,Q2 2023,2023-05-22
2023-05-23,2,Tuesday,21,18 May - 24 May '20,5,May '23,2023,2,Q2 2023,2023-05-23
2023-05-24,3,Wednesday,21,18 May - 24 May '20,5,May '23,2023,2,Q2 2023,2023-05-24
2023-05-25,4,Thursday,21,18 May - 24 May '20,5,May '23,2023,2,Q2 2023,2023-05-25
2023-05-26,5,Friday,21,18 May - 24 May '20,5,May '23,2023,2,Q2 2023,2023-05-26
2023-05-27,6,Saturday,21,18 May - 24 May '20,5,May '23,2023,2,Q2 2023,2023-05-27
2023-05-28,7,Sunday,21,18 May - 24 May '20,5,May '23,2023,2,Q2 2023,2023-05-28
2023-05-29,1,Monday,22,25 May - 31 May '20,6,Jun '23,2023,2,Q2 2023,2023-05-29
2023-05-30,2,Tuesday,22,25 May - 31 May '20,6,Jun '23,2023,2,Q2 2023,2023-05-30
2023-05-31,3,Wednesday,22,25 May - 31 May '20,6,Jun '23,2023,2,Q2 2023,2023-05-31
2023-06-01,4,Thursday,22,25 May - 31 May '20,6,Jun '23,2023,2,Q2 2023,2023-06-01
2023-06-02,5,Friday,22,25 May - 31 May '20,6,Jun '23,2023,2,Q2 2023,2023-06-02
2023-06-03,6,Saturday,22,25 May - 31 May '20,6,Jun '23,2023,2,Q2 2023,2023-06-03
2023-06-04,7,Sunday,22,25 May - 31 May '20,6,Jun '23,2023,2,Q2 2023,2023-06-04
2023-06-05,1,Monday,23,01 Jun - 07 Jun '20,6,Jun '23,2023,2,Q2 2023,2023-06-05
2023-06-06,2,Tuesday,23,01 Jun - 07 Jun '20,6,Jun '23,2023,2,Q2 2023,2023-06-06
2023-06-07,3,Wednesday,23,01 Jun - 07 Jun '20,6,Jun '23,2023,2,Q2 2023,2023-06-07
2023-06-08,4,Thursday,23,01 Jun - 07 Jun '20,6,Jun '23,2023,2,Q2 2023,2023-06-08
2023-06-09,5,Friday,23,01 Jun - 07 Jun '20,6,Jun '23,2023,2,Q2 2023,2023-06-09
2023-06-10,6,Saturday,23,01 Jun - 07 Jun '20,6,Jun '23,2023,2,Q2 2023,2023-06-10
2023-06-11,7,Sunday,23,01 Jun - 07 Jun '20,6,Jun '23,2023,2,Q2 2023,2023-06-11
2023-06-12,1,Monday,24,08 Jun - 14 Jun '20,6,Jun '23,2023,2,Q2 2023,2023-06-12
2023-06-13,2,Tuesday,24,08 Jun - 14 Jun '20,6,Jun '23,2023,2,Q2 2023,2023-06-13
2023-06-14,3,Wednesday,24,08 Jun - 14 Jun '20,6,Jun '23,2023,2,Q2 2023,2023-06-14
2023-06-15,4,Thursday,24,08 Jun - 14 Jun '20,6,Jun '23,2023,2,Q2 2023,2023-06-15
2023-06-16,5,Friday,24,08 Jun - 14 Jun '20,6,Jun '23,2023,2,Q2 2023,2023-06-16
2023-06-17,6,Saturday,24,08 Jun - 14 Jun '20,6,Jun '23,2023,2,Q2 2023,2023-06-17
2023-06-18,7,Sunday,24,08 Jun - 14 Jun '20,6,Jun '23,2023,2,Q2 2023,2023-06-18
2023-06-19,1,Monday,25,15 Jun - 21 Jun '20,6,Jun '23,2023,2,Q2 2023,2023-06-19
2023-06-20,2,Tuesday,25,15 Jun - 21 Jun '20,6,Jun '23,2023,2,Q2 2023,2023-06-20
2023-06-21,3,Wednesday,25,15 Jun - 21 Jun '20,6,Jun '23,2023,2,Q2 2023,2023-06-21
2023-06-22,4,Thursday,25,15 Jun - 21 Jun '20,6,Jun '23,2023,2,Q2 2023,2023-06-22
2023-06-23,5,Friday,25,15 Jun - 21 Jun '20,6,Jun '23,2023,2,Q2 2023,2023-06-23
2023-06-24,6,Saturday,25,15 Jun - 21 Jun '20,6,Jun '23,2023,2,Q2 2023,2023-06-24
2023-06-25,7,Sunday,25,15 Jun - 21 Jun '20,6,Jun '23,2023,2,Q2 2023,2023-06-25
2023-06-26,1,Monday,26,22 Jun - 28 Jun '20,7,Jul '23,2023,3,Q3 2023,2023-06-26
2023-06-27,2,Tuesday,26,22 Jun - 28 Jun '20,7,Jul '23,2023,3,Q3 2023,2023-06-27
2023-06-28,3,Wednesday,26,22 Jun - 28 Jun '20,7,Jul '23,2023,3,Q3 2023,2023-06-28
2023-06-29,4,Thursday,26,22 Jun - 28 Jun '20,7,Jul '23,2023,3,Q3 2023,2023-06-29
2023-06-30,5,Friday,26,22 Jun - 28 Jun '20,7,Jul '23,2023,3,Q3 2023,2023-06-30
2023-07-01,6,Saturday,26,22 Jun - 28 Jun '20,7,Jul '23,2023,3,Q3 2023,2023-07-01
2023-07-02,7,Sunday,26,22 Jun - 28 Jun '20,7,Jul '23,2023,3,Q3 2023,2023-07-02
2023-07-03,1,Monday,27,29 Jun - 05 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-03
2023-07-04,2,Tuesday,27,29 Jun - 05 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-04
2023-07-05,3,Wednesday,27,29 Jun - 05 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-05
2023-07-06,4,Thursday,27,29 Jun - 05 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-06
2023-07-07,5,Friday,27,29 Jun - 05 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-07
2023-07-08,6,Saturday,27,29 Jun - 05 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-08
2023-07-09,7,Sunday,27,29 Jun - 05 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-09
2023-07-10,1,Monday,28,06 Jul - 12 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-10
2023-07-11,2,Tuesday,28,06 Jul - 12 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-11
2023-07-12,3,Wednesday,28,06 Jul - 12 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-12
2023-07-13,4,Thursday,28,06 Jul - 12 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-13
2023-07-14,5,Friday,28,06 Jul - 12 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-14
2023-07-15,6,Saturday,28,06 Jul - 12 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-15
2023-07-16,7,Sunday,28,06 Jul - 12 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-16
2023-07-17,1,Monday,29,13 Jul - 19 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-17
2023-07-18,2,Tuesday,29,13 Jul - 19 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-18
2023-07-19,3,Wednesday,29,13 Jul - 19 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-19
2023-07-20,4,Thursday,29,13 Jul - 19 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-20
2023-07-21,5,Friday,29,13 Jul - 19 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-21
2023-07-22,6,Saturday,29,13 Jul - 19 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-22
2023-07-23,7,Sunday,29,13 Jul - 19 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-23
2023-07-24,1,Monday,30,20 Jul - 26 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-24
2023-07-25,2,Tuesday,30,20 Jul - 26 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-25
2023-07-26,3,Wednesday,30,20 Jul - 26 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-26
2023-07-27,4,Thursday,30,20 Jul - 26 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-27
2023-07-28,5,Friday,30,20 Jul - 26 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-28
2023-07-29,6,Saturday,30,20 Jul - 26 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-29
2023-07-30,7,Sunday,30,20 Jul - 26 Jul '20,7,Jul '23,2023,3,Q3 2023,2023-07-30
2023-07-31,1,Monday,31,27 Jul - 02 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-07-31
2023-08-01,2,Tuesday,31,27 Jul - 02 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-01
2023-08-02,3,Wednesday,31,27 Jul - 02 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-02
2023-08-03,4,Thursday,31,27 Jul - 02 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-03
2023-08-04,5,Friday,31,27 Jul - 02 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-04
2023-08-05,6,Saturday,31,27 Jul - 02 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-05
2023-08-06,7,Sunday,31,27 Jul - 02 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-06
2023-08-07,1,Monday,32,03 Aug - 09 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-07
2023-08-08,2,Tuesday,32,03 Aug - 09 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-08
2023-08-09,3,Wednesday,32,03 Aug - 09 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-09
2023-08-10,4,Thursday,32,03 Aug - 09 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-10
2023-08-11,5,Friday,32,03 Aug - 09 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-11
2023-08-12,6,Saturday,32,03 Aug - 09 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-12
2023-08-13,7,Sunday,32,03 Aug - 09 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-13
2023-08-14,1,Monday,33,10 Aug - 16 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-14
2023-08-15,2,Tuesday,33,10 Aug - 16 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-15
2023-08-16,3,Wednesday,33,10 Aug - 16 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-16
2023-08-17,4,Thursday,33,10 Aug - 16 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-17
2023-08-18,5,Friday,33,10 Aug - 16 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-18
2023-08-19,6,Saturday,33,10 Aug - 16 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-19
2023-08-20,7,Sunday,33,10 Aug - 16 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-20
2023-08-21,1,Monday,34,17 Aug - 23 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-21
2023-08-22,2,Tuesday,34,17 Aug - 23 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-22
2023-08-23,3,Wednesday,34,17 Aug - 23 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-23
2023-08-24,4,Thursday,34,17 Aug - 23 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-24
2023-08-25,5,Friday,34,17 Aug - 23 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-25
2023-08-26,6,Saturday,34,17 Aug - 23 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-26
2023-08-27,7,Sunday,34,17 Aug - 23 Aug '20,8,Aug '23,2023,3,Q3 2023,2023-08-27
2023-08-28,1,Monday,35,24 Aug - 30 Aug '20,9,Sep '23,2023,3,Q3 2023,2023-08-28
2023-08-29,2,Tuesday,35,24 Aug - 30 Aug '20,9,Sep '23,2023,3,Q3 2023,2023-08-29
2023-08-30,3,Wednesday,35,24 Aug - 30 Aug '20,9,Sep '23,2023,3,Q3 2023,2023-08-30
2023-08-31,4,Thursday,35,24 Aug - 30 Aug '20,9,Sep '23,2023,3,Q3 2023,2023-08-31
2023-09-01,5,Friday,35,24 Aug - 30 Aug '20,9,Sep '23,2023,3,Q3 2023,2023-09-01
2023-09-02,6,Saturday,35,24 Aug - 30 Aug '20,9,Sep '23,2023,3,Q3 2023,2023-09-02
2023-09-03,7,Sunday,35,24 Aug - 30 Aug '20,9,Sep '23,2023,3,Q3 2023,2023-09-03
2023-09-04,1,Monday,36,31 Aug - 06 Sep '20,9,Sep '23,2023,3,Q3 2023,2023-09-04
2023-09-05,2,Tuesday,36,31 Aug - 06 Sep '20,9,Sep '23,2023,3,Q3 2023,2023-09-05
2023-09-06,3,Wednesday,36,31 Aug - 06 Sep '20,9,Sep '23,2023,3,Q3 2023,2023-09-06
2023-09-07,4,Thursday,36,31 Aug - 06 Sep '20,9,Sep '23,2023,3,Q3 2023,2023-09-07
2023-09-08,5,Friday,36,31 Aug - 06 Sep '20,9,Sep '23,2023,3,Q3 2023,2023-09-08
2023-09-09,6,Saturday,36,31 Aug - 06 Sep '20,9,Sep '23,2023,3,Q3 2023,2023-09-09
2023-09-10,7,Sunday,36,31 Aug - 06 Sep '20,9,Sep '23,2023,3,Q3 2023,2023-09-10
2023-09-11,1,Monday,37,07 Sep - 13 Sep '20,9,Sep '23,2023,3,Q3 2023,2023-09-11
2023-09-12,2,Tuesday,37,07 Sep - 13 Sep '20,9,Sep '23,2023,3,Q3 2023,2023-09-12
2023-09-13,3,Wednesday,37,07 Sep - 13 Sep '20,9,Sep '23,2023,3,Q3 2023,2023-09-13
2023-09-14,4,Thursday,37,07 Sep - 13 Sep '20,9,Sep '23,2023,3,Q3 2023,2023-09-14
2023-09-15,5,Friday,37,07 Sep - 13 Sep '20,9,Sep '23,2023,3,Q3 2023,2023-09-15
2023-09-16,6,Saturday,37,07 Sep - 13 Sep '20,9,Sep '23,2023,3,Q3 2023,2023-09-16
2023-09-17,7,Sunday,37,07 Sep - 13 Sep '20,9,Sep '23,2023,3,Q3 2023,2023-09-17
2023-09-18,1,Monday,38,14 Sep - 20 Sep '20,9,Sep '23,2023,3,Q3 2023,2023-09-18
2023-09-19,2,Tuesday,38,14 Sep - 20 Sep '20,9,Sep '23,2023,3,Q3 2023,2023-09-19
2023-09-20,3,Wednesday,38,14 Sep - 20 Sep '20,9,Sep '23,2023,3,Q3 2023,2023-09-20
2023-09-21,4,Thursday,38,14 Sep - 20 Sep '20,9,Sep '23,2023,3,Q3 2023,2023-09-21
2023-09-22,5,Friday,38,14 Sep - 20 Sep '20,9,Sep '23,2023,3,Q3 2023,2023-09-22
2023-09-23,6,Saturday,38,14 Sep - 20 Sep '20,9,Sep '23,2023,3,Q3 2023,2023-09-23
2023-09-24,7,Sunday,38,14 Sep - 20 Sep '20,9,Sep '23,2023,3,Q3 2023,2023-09-24
2023-09-25,1,Monday,39,21 Sep - 27 Sep '20,10,Oct '23,2023,4,Q4 2023,2023-09-25
2023-09-26,2,Tuesday,39,21 Sep - 27 Sep '20,10,Oct '23,2023,4,Q4 2023,2023-09-26
2023-09-27,3,Wednesday,39,21 Sep - 27 Sep '20,10,Oct '23,2023,4,Q4 2023,2023-09-27
2023-09-28,4,Thursday,39,21 Sep - 27 Sep '20,10,Oct '23,2023,4,Q4 2023,2023-09-28
2023-09-29,5,Friday,39,21 Sep - 27 Sep '20,10,Oct '23,2023,4,Q4 2023,2023-09-29
2023-09-30,6,Saturday,39,21 Sep - 27 Sep '20,10,Oct '23,2023,4,Q4 2023,2023-09-30
2023-10-01,7,Sunday,39,21 Sep - 27 Sep '20,10,Oct '23,2023,4,Q4 2023,2023-10-01
2023-10-02,1,Monday,40,28 Sep - 04 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-02
2023-10-03,2,Tuesday,40,28 Sep - 04 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-03
2023-10-04,3,Wednesday,40,28 Sep - 04 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-04
2023-10-05,4,Thursday,40,28 Sep - 04 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-05
2023-10-06,5,Friday,40,28 Sep - 04 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-06
2023-10-07,6,Saturday,40,28 Sep - 04 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-07
2023-10-08,7,Sunday,40,28 Sep - 04 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-08
2023-10-09,1,Monday,41,05 Oct - 11 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-09
2023-10-10,2,Tuesday,41,05 Oct - 11 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-10
2023-10-11,3,Wednesday,41,05 Oct - 11 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-11
2023-10-12,4,Thursday,41,05 Oct - 11 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-12
2023-10-13,5,Friday,41,05 Oct - 11 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-13
2023-10-14,6,Saturday,41,05 Oct - 11 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-14
2023-10-15,7,Sunday,41,05 Oct - 11 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-15
2023-10-16,1,Monday,42,12 Oct - 18 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-16
2023-10-17,2,Tuesday,42,12 Oct - 18 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-17
2023-10-18,3,Wednesday,42,12 Oct - 18 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-18
2023-10-19,4,Thursday,42,12 Oct - 18 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-19
2023-10-20,5,Friday,42,12 Oct - 18 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-20
2023-10-21,6,Saturday,42,12 Oct - 18 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-21
2023-10-22,7,Sunday,42,12 Oct - 18 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-22
2023-10-23,1,Monday,43,19 Oct - 25 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-23
2023-10-24,2,Tuesday,43,19 Oct - 25 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-24
2023-10-25,3,Wednesday,43,19 Oct - 25 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-25
2023-10-26,4,Thursday,43,19 Oct - 25 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-26
2023-10-27,5,Friday,43,19 Oct - 25 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-27
2023-10-28,6,Saturday,43,19 Oct - 25 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-28
2023-10-29,7,Sunday,43,19 Oct - 25 Oct '20,10,Oct '23,2023,4,Q4 2023,2023-10-29
2023-10-30,1,Monday,44,26 Oct - 01 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-10-30
2023-10-31,2,Tuesday,44,26 Oct - 01 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-10-31
2023-11-01,3,Wednesday,44,26 Oct - 01 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-01
2023-11-02,4,Thursday,44,26 Oct - 01 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-02
2023-11-03,5,Friday,44,26 Oct - 01 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-03
2023-11-04,6,Saturday,44,26 Oct - 01 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-04
2023-11-05,7,Sunday,44,26 Oct - 01 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-05
2023-11-06,1,Monday,45,02 Nov - 08 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-06
2023-11-07,2,Tuesday,45,02 Nov - 08 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-07
2023-11-08,3,Wednesday,45,02 Nov - 08 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-08
2023-11-09,4,Thursday,45,02 Nov - 08 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-09
2023-11-10,5,Friday,45,02 Nov - 08 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-10
2023-11-11,6,Saturday,45,02 Nov - 08 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-11
2023-11-12,7,Sunday,45,02 Nov - 08 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-12
2023-11-13,1,Monday,46,09 Nov - 15 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-13
2023-11-14,2,Tuesday,46,09 Nov - 15 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-14
2023-11-15,3,Wednesday,46,09 Nov - 15 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-15
2023-11-16,4,Thursday,46,09 Nov - 15 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-16
2023-11-17,5,Friday,46,09 Nov - 15 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-17
2023-11-18,6,Saturday,46,09 Nov - 15 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-18
2023-11-19,7,Sunday,46,09 Nov - 15 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-19
2023-11-20,1,Monday,47,16 Nov - 22 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-20
2023-11-21,2,Tuesday,47,16 Nov - 22 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-21
2023-11-22,3,Wednesday,47,16 Nov - 22 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-22
2023-11-23,4,Thursday,47,16 Nov - 22 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-23
2023-11-24,5,Friday,47,16 Nov - 22 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-24
2023-11-25,6,Saturday,47,16 Nov - 22 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-25
2023-11-26,7,Sunday,47,16 Nov - 22 Nov '20,11,Nov '23,2023,4,Q4 2023,2023-11-26
2023-11-27,1,Monday,48,23 Nov - 29 Nov '20,12,Dec '23,2023,4,Q4 2023,2023-11-27
2023-11-28,2,Tuesday,48,23 Nov - 29 Nov '20,12,Dec '23,2023,4,Q4 2023,2023-11-28
2023-11-29,3,Wednesday,48,23 Nov - 29 Nov '20,12,Dec '23,2023,4,Q4 2023,2023-11-29
2023-11-30,4,Thursday,48,23 Nov - 29 Nov '20,12,Dec '23,2023,4,Q4 2023,2023-11-30
2023-12-01,5,Friday,48,23 Nov - 29 Nov '20,12,Dec '23,2023,4,Q4 2023,2023-12-01
2023-12-02,6,Saturday,48,23 Nov - 29 Nov '20,12,Dec '23,2023,4,Q4 2023,2023-12-02
2023-12-03,7,Sunday,48,23 Nov - 29 Nov '20,12,Dec '23,2023,4,Q4 2023,2023-12-03
2023-12-04,1,Monday,49,30 Nov - 06 Dec '20,12,Dec '23,2023,4,Q4 2023,2023-12-04
2023-12-05,2,Tuesday,49,30 Nov - 06 Dec '20,12,Dec '23,2023,4,Q4 2023,2023-12-05
2023-12-06,3,Wednesday,49,30 Nov - 06 Dec '20,12,Dec '23,2023,4,Q4 2023,2023-12-06
2023-12-07,4,Thursday,49,30 Nov - 06 Dec '20,12,Dec '23,2023,4,Q4 2023,2023-12-07
2023-12-08,5,Friday,49,30 Nov - 06 Dec '20,12,Dec '23,2023,4,Q4 2023,2023-12-08
2023-12-09,6,Saturday,49,30 Nov - 06 Dec '20,12,Dec '23,2023,4,Q4 2023,2023-12-09
2023-12-10,7,Sunday,49,30 Nov - 06 Dec '20,12,Dec '23,2023,4,Q4 2023,2023-12-10
2023-12-11,1,Monday,50,07 Dec - 13 Dec '20,12,Dec '23,2023,4,Q4 2023,2023-12-11
2023-12-12,2,Tuesday,50,07 Dec - 13 Dec '20,12,Dec '23,2023,4,Q4 2023,2023-12-12
2023-12-13,3,Wednesday,50,07 Dec - 13 Dec '20,12,Dec '23,2023,4,Q4 2023,2023-12-13
2023-12-14,4,Thursday,50,07 Dec - 13 Dec '20,12,Dec '23,2023,4,Q4 2023,2023-12-14
2023-12-15,5,Friday,50,07 Dec - 13 Dec '20,12,Dec '23,2023,4,Q4 2023,2023-12-15
2023-12-16,6,Saturday,50,07 Dec - 13 Dec '20,12,Dec '23,2023,4,Q4 2023,2023-12-16
2023-12-17,7,Sunday,50,07 Dec - 13 Dec '20,12,Dec '23,2023,4,Q4 2023,2023-12-17
2023-12-18,1,Monday,51,14 Dec - 20 Dec '20,12,Dec '23,2023,4,Q4 2023,2023-12-18
